COWCODE,STATE,REG_START,REG_END,REG_PARTY,REG_REINST,ELITE_NAME,ELITE_PARTY,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_FEMALE,ELITE_REENTER,ELITE_REEXIT,ELITE_ENTERAGE,ELITE_EXITAGE,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE,ELITE_EXITLEADER,ELITE_REPOSITION,ELITE_OCCUPATION,EC_GR_2Y
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Leuschner, Bruno",,12/8/1910,10/2/1965,0,26/7/1953,10/2/1965,42.98356164,54.5369863,11.55342466,Death,,Ulbricht,,Business clerk,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Lorenz, Siegfried",,26/11/1930,,0,22/11/1985,3/12/1989,55.02739726,59.06027397,4.032876712,Regime Change,,,,Party functionary,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Matern, Hermann",,6/17/1893,24/1/1971,0,25/7/1950,24/1/1971,57.13972602,77.65479452,20.51506849,Death,,Ulbricht,,Tanner,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Merker, Paul",,2/1/1894,13/5/1969,0,7/10/1949,25/7/1950,55.71506849,56.51232877,0.797260274,Expulsion,No Punishment,Ulbricht,,Hotel worker,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Mewis, Karl",,22/11/1907,16/6/1987,0,16/7/1958,13/1/1963,50.68219178,55.18082192,4.498630137,Demotion,No Punishment,Ulbricht,,Locksmith,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Mielke, Erich",,28/12/1907,21/5/2000,0,19/6/1971,8/11/1989,63.51780822,81.92054795,18.40273973,Resignation,No Punishment,Krenz,,Factory worker,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Mittag, Günter",,8/10/1926,18/3/1994,0,21/1/1963,18/10/1989,36.31232877,63.07123288,26.75890411,Resignation,No Punishment,Krenz,,Economist,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Modrow, Hans",,27/1/1928,,0,8/11/1989,3/12/1989,61.82465753,61.89315068,0.06849315068,Regime Change,,,,Machinist,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Mückenberger, Erich",,8/6/1910,10/2/1998,0,25/7/1950,8/11/1989,40.15616438,79.4739726,39.31780822,Resignation,No Punishment,Krenz,,Mechanic,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Müller, Gerhard",,7/5/1926,,0,22/11/1985,17/11/1989,59.58630137,63.57534247,3.989041096,Resignation,No Punishment,Krenz,,Teacher,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Müller, Margarete",,18/2/1931,,1,21/1/1963,3/12/1989,31.94520548,58.83013699,26.88493151,Regime Change,,,,Agronomist,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Naumann, Konrad",,25/11/1928,25/7/1992,0,2/10/1973,22/11/1985,44.88219178,57.03013699,12.14794521,Resignation,No Punishment,Honecker,,Party functionary,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Neumann, Alfred",,15/12/1909,8/1/2001,0,7/4/1954,8/11/1989,44.33972603,79.95342466,35.61369863,Resignation,No Punishment,Krenz,,Carpenter,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Norden, Albert",,4/12/1904,30/5/1982,0,16/7/1958,16/4/1981,53.64931507,76.41643836,22.76712329,Resignation,No Punishment,Honecker,,Party functionary,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Oelßner, Fred",,8/30/1879,13/6/1962,0,25/7/1950,3/2/1958,70.9479452,78.48219178,7.534246575,Expulsion,No Punishment,Ulbricht,,Miller,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Pieck, Wilhelm",,1/3/1876,7/9/1960,0,7/10/1949,7/9/1960,73.80821918,84.73424658,10.9260274,Death,,Ulbricht,,Wood-worker,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Pisnik, Alois",,8/9/1911,2/10/2004,0,16/7/1958,21/1/1963,46.88493151,51.40547945,4.520547945,Demotion,No Punishment,Ulbricht,,Engineer,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Rau, Heinrich",,4/2/1899,23/3/1961,0,7/10/1949,23/3/1961,50.54794521,62.01369863,11.46575342,Death,,Ulbricht,,Press operator,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Rauchfuss, Wolfgang",,27/11/1931,15/8/2005,0,8/11/1989,3/12/1989,57.9890411,58.05753425,0.06849315068,Regime Change,,,,Mechanic,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Schabowski, Günter",,4/1/1929,1/11/2015,0,16/4/1981,3/12/1989,52.31506849,60.95342466,8.638356164,Regime Change,,,,Journalist,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Schirdewan, Karl",,14/5/1907,14/7/1998,0,26/7/1953,31/1/1958,46.23287671,50.75342466,4.520547945,Expulsion,No Punishment,Ulbricht,,Party functionary,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Schmidt, Elli",,9/8/1908,30/7/1980,1,25/7/1950,26/7/1953,41.98630137,44.99178082,3.005479452,Expulsion,No Punishment,Ulbricht,,Dressmaker,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Schürer, Gerhard",,14/4/1921,22/12/2010,0,2/10/1973,3/12/1989,52.50410959,68.68493151,16.18082192,Regime Change,,,,Mechanic,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Sieber, Günter",,11/3/1930,26/11/2006,0,8/11/1989,3/12/1989,59.70410959,59.77260274,0.06849315068,Regime Change,,,,Forestry specialist,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Sindermann, Horst",,5/9/1915,20/4/1990,0,21/1/1963,10/11/1989,47.4109589,74.23287671,26.82191781,Resignation,No Punishment,Krenz,,Journalist,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Steinhoff, Karl",,11/24/1892,19/7/1981,0,7/10/1949,24/7/1950,56.90410959,57.69863014,0.7945205479,Demotion,No Punishment,Ulbricht,,Civil servant,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Stoph, Willi",,9/7/1914,13/4/1999,0,26/7/1953,8/11/1989,39.0739726,75.38630137,36.31232877,Resignation,No Punishment,Krenz,,Brick-layer,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Tisch, Harry",,28/3/1927,18/6/1995,0,19/6/1971,8/11/1989,44.25753425,62.66027397,18.40273973,Resignation,No Punishment,Krenz,,Mechanic,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Ulbricht, Walter",,6/30/1893,1/8/1973,0,7/10/1949,1/8/1973,56.30684932,80.13972603,23.83287671,Death,,Honecker,,Joiner,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Verner, Paul",,26/4/1911,12/12/1986,0,16/7/1958,24/5/1984,47.25479452,73.12876712,25.8739726,Resignation,No Punishment,Honecker,,Turner,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Walde, Werner",,12/2/1926,26/6/2010,0,22/5/1976,10/11/1989,50.30684932,63.78630137,13.47945205,Resignation,No Punishment,Krenz,,Party functionary,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Warnke, Herbert",,24/2/1902,26/3/1975,0,26/7/1953,26/3/1975,51.45205479,73.13150685,21.67945205,Death,,Honecker,,Metalworker,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Willerding, Hans-Joachim (Jochen)",,19/4/1952,,0,8/11/1989,3/12/1989,37.58082192,37.64931507,0.06849315068,Regime Change,,,,Teacher,0.5
265,East Germany,7/10/1949,18/3/1990,Socialist Unity Party of Germany (SED),Politburo,"Zaisser, Wilhelm",,1/19/1893,3/3/1958,0,14/3/1950,26/7/1953,57.18356164,60.55342465,3.369863014,Expulsion,No Punishment,Ulbricht,,Teacher,0.5
130,Ecuador,11/7/1963,29/3/1966,,Military Junta of 1963,"Castro Jijon, CPT Ramon",,15/11/1915,1/11/1984,0,11/7/1963,29/3/1966,47.68493151,50.40273973,2.717808219,Regime Change,.,Castro Jijon,Chair,Commander of the Navy,1.5
130,Ecuador,11/7/1963,29/3/1966,,Military Junta of 1963,"Cabrera Sevilla, COL Luis",,2/8/1915,,0,11/7/1963,29/3/1966,47.97260274,50.69041096,2.717808219,Regime Change,.,Castro Jijon,Member,Commander of the Army,1.5
130,Ecuador,11/7/1963,29/3/1966,,Military Junta of 1963,"Freile Posso, LTC Manuel",,3/7/1927,19/7/2009,0,11/7/1963,29/11/1965,36.04657534,38.43561644,2.389041096,Expulsion,Incarcerated,Castro Jijon,Member,Commander of the Air Force,1.5
130,Ecuador,11/7/1963,29/3/1966,,Military Junta of 1963,"Gandara Enriquez, COL Marcos",,6/11/1915,,0,11/7/1963,29/3/1966,47.70958904,50.42739726,2.717808219,Regime Change,.,Castro Jijon,Member,Secretary General of the National Defense Council,1.5
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Austin, Hudson",,26/4/1938,,0,13/3/1979,25/10/1983,40.90684932,40.90684932,4.621917808,Regime Change,,Austin,,Soldier,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Bishop, Maurice",,29/5/1944,19/10/1983,0,13/3/1979,13/10/1983,34.8109589,34.8109589,4.589041096,Expulsion,Execution,Bishop,,Lawyer,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Coard, Winston Bernard",,10/8/1945,,0,13/3/1979,15/10/1982,33.6109589,33.6109589,3.594520548,Resignation,OK,Bishop,,Teacher,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Layne, Ewart Joseph ""Headache""",,7/5/1958,,0,15/10/1982,25/10/1983,24.45753425,24.45753425,1.02739726,Regime Change,,Austin,,Teacher,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Louison, George Edward Bhadaise",,29/11/1951,13/5/2003,0,31/8/1983,17/10/1983,31.77534247,31.77534247,0.1287671233,Expulsion,Incarceration,Austin,,Teacher,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Radix, Kenrick ""Dix""",,25/11/1941,,0,13/3/1979,15/10/1982,37.32054795,37.32054795,3.594520548,Resignation,OK,Bishop,,Lawyer,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Strachan, Selwyn ""Sello""",,23/9/1947,,0,15/10/1982,25/10/1983,35.08493151,35.08493151,1.02739726,Regime Change,,Austin,,Business clerk,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Ventour, John ""Chalkie""",,,,0,15/10/1982,25/10/1983,,,1.02739726,Regime Change,,Austin,,Trade unionist,3.85
55,Grenada,13/3/1979,25/10/1983,New Jewel Movement (NJM),Political Bureau,"Whiteman, H.E. Unison ""Uni""",,23/9/1939,19/10/1983,0,13/3/1979,17/10/1983,39.49589041,39.49589041,4.6,Resignation,No Punishment,Austin,,Teacher,3.85
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Ács, Lajos",,22/8/1922,18/9/1968,0,26/2/1953,24/10/1956,30.5369863,34.19726027,3.660273973,Demotion,No Punishment,Nagy,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Aczél, György",,31/8/1917,6/12/1991,0,28/11/1970,22/5/1988,53.27945205,70.77260274,17.49315068,Demotion,No Punishment,Grosz,,Actor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Ajtai, Miklós",,19/5/1914,14/2/1982,0,24/11/1962,28/11/1970,48.55068493,56.56712329,8.016438356,Demotion,No Punishment,Kadar,,Chemist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Apró, Antal",,8/2/1913,9/12/1994,0,25/2/1947,28/6/1953,34.06849315,40.4109589,6.342465753,Demotion,No Punishment,Rakosi,,House painter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Apró, Antal",,8/2/1913,9/12/1994,0,3/10/1953,31/10/1956,40.67671233,43.75616438,3.079452055,Demotion,No Punishment,Nagy,,House painter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Apró, Antal",,8/2/1913,9/12/1994,0,29/6/1957,27/3/1980,44.41643836,67.17534247,22.75890411,Resignation,No Punishment,Kadar,,House painter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Bata, István",,5/3/1910,17/8/1982,0,1/3/1951,24/10/1956,41.01643836,46.67123288,5.654794521,Expulsion,No Punishment,Nagy,,Tram conductor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Benke, Valéria",,26/6/1920,7/6/2009,1,1/3/1951,31/10/1956,30.69863014,36.37260274,5.673972603,Demotion,No Punishment,Nagy,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Benke, Valéria",,26/6/1920,7/6/2009,1,28/11/1970,28/3/1985,50.45753425,64.79726027,14.33972603,Demotion,No Punishment,Kadar,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Berecz, János",,18/9/1930,,0,23/6/1987,12/4/1989,56.8,58.60547945,1.805479452,Resignation,No Punishment,Grosz,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Biszku, Béla",,13/9/1921,31/3/2016,0,29/6/1957,27/3/1980,35.81643836,58.57534247,22.75890411,Resignation,No Punishment,Kadar,,Metalworker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Brutyó, János",,20/11/1911,10/1/1987,0,24/11/1962,3/12/1966,51.04657534,55.0739726,4.02739726,Resignation,No Punishment,Kadar,,Carpenter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Brutyó, János",,20/11/1911,10/1/1987,0,24/1/1982,10/1/1987,70.22739726,75.19178082,4.964383562,Resignation,No Punishment,Kadar,,Carpenter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Csehák, Judit",,16/1/1940,,1,23/1/1987,12/4/1989,47.05205479,49.27123288,2.219178082,Resignation,No Punishment,Grosz,,Physician,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Cseterki, Lajos",,29/10/1921,22/4/1983,0,24/11/1962,3/12/1966,41.09863014,45.1260274,4.02739726,Demotion,No Punishment,Kadar,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Czinege, Lajos",,24/3/1924,10/5/1998,0,12/9/1961,28/11/1970,37.49589041,46.71232877,9.216438356,Demotion,No Punishment,Kadar,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Dénes, István",,29/3/1923,18/12/2005,0,2/3/1951,28/6/1953,27.94520548,30.27123288,2.326027397,Demotion,No Punishment,Rakosi,,,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Farkas, Mihály",,18/7/1904,5/12/1965,0,25/2/1947,28/6/1953,42.63561644,48.97808219,6.342465753,Demotion,No Punishment,Rakosi,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Farkas, Mihály",,18/7/1904,5/12/1965,0,12/8/1953,14/4/1955,49.10136986,50.77260274,1.671232877,Expulsion,Incarceration,Rakosi,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Fehér, Lajos",,15/12/1917,1/11/1981,0,29/6/1957,22/3/1975,39.56438356,57.30410959,17.73972603,Demotion,No Punishment,Kadar,,Journalist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Fock, Jenö",,17/5/1916,22/5/2001,0,29/6/1957,27/3/1980,41.14520548,63.90410959,22.75890411,Resignation,No Punishment,Kadar,,Factory worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Foldvári, Rudolf",,20/5/1921,,0,28/6/1953,30/5/1954,32.12876712,33.04931507,0.9205479452,Demotion,No Punishment,Rakosi,,Fitter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Gáspár, Sándor",,15/4/1917,16/4/2002,0,18/6/1956,31/10/1956,39.20273973,39.57260274,0.3698630137,Expulsion,No Punishment,Nagy,,Mechanic,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Gáspár, Sándor",,15/4/1917,16/4/2002,0,5/12/1959,22/5/1988,42.66849315,71.15068493,28.48219178,Demotion,No Punishment,Grosz,,Mechanic,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Gerö, Ernö",,7/8/1898,12/3/1980,0,25/2/1947,25/10/1956,48.66575342,58.3369863,9.671232877,Resignation,No Punishment,Nagy,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Grósz, Károly",,1/8/1930,7/1/1996,0,28/3/1985,7/10/1989,54.69315068,59.22465753,4.531506849,Regime Change,,Grosz,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Hámori, Csaba",,22/11/1948,,0,28/3/1985,7/10/1989,36.36986301,40.90136986,4.531506849,Regime Change,,Grosz,,University professor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Harustyák, József",,9/17/1894,14/12/1970,0,15/6/1948,28/6/1953,53.77808219,58.81643836,5.038356164,Demotion,No Punishment,Rakosi,,Carriage driver,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Havasi, Ferenc",,20/2/1929,3/6/1993,0,27/3/1980,22/5/1988,51.13150685,59.29041096,8.15890411,Resignation,No Punishment,Grosz,,Construction worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Házi, Árpád",,20/9/1908,13/11/1970,0,30/11/1951,29/6/1953,43.22191781,44.80273973,1.580821918,Demotion,No Punishment,Rakosi,,Tailor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Hegedüs, András",,31/10/1922,23/10/1999,0,2/3/1951,31/10/1956,28.35342466,34.02465753,5.671232877,Expulsion,No Punishment,Nagy,,Sociologist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Hidas, István",,29/9/1918,13/1/2002,0,2/3/1951,24/10/1956,32.44383562,38.09589041,5.652054795,Demotion,No Punishment,Nagy,,Ironworker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Horváth, Márton",,8/10/1906,7/6/1987,0,25/2/1947,28/6/1953,40.4109589,46.75342466,6.342465753,Demotion,No Punishment,Rakosi,,Newspaper editor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Huszár, István",,15/7/1927,11/9/2010,0,2/7/1975,27/3/1980,47.99726027,52.7369863,4.739726027,Demotion,No Punishment,Kadar,,University professor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Ilku, Pál",,8/10/1912,13/7/1973,0,24/11/1962,28/11/1970,50.16164384,58.17808219,8.016438356,Demotion,No Punishment,Kadar,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Iványi, Pál",,25/8/1942,,0,22/5/1988,7/10/1989,45.77260274,47.15068493,1.378082192,Regime Change,,Grosz,,Research engineer,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Jassó, Mihály",,21/5/1936,,0,12/4/1989,7/10/1989,52.92876712,53.41643836,0.4876712329,Regime Change,,Grosz,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kádár, János",,26/5/1912,6/7/1989,0,25/2/1947,22/5/1951,34.77534247,39.01369863,4.238356164,Expulsion,Incarceration,Rakosi,,Typewriter mechanic,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kádár, János",,26/5/1912,6/7/1989,0,18/7/1956,31/10/1956,44.17534247,44.4630137,0.2876712329,Demotion,No Punishment,Nagy,,Typewriter mechanic,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kádár, János",,26/5/1912,6/7/1989,0,29/6/1957,22/5/1988,45.12328767,76.04109589,30.91780822,Resignation,No Punishment,Grosz,,Typewriter mechanic,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kállai, Gyula",,1/6/1910,12/3/1996,0,24/10/1956,31/10/1956,46.43013699,46.44931507,0.01917808219,Expulsion,No Punishment,Nagy,,Journalist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kállai, Gyula",,1/6/1910,12/3/1996,0,29/6/1957,22/3/1975,47.10958904,64.84931507,17.73972603,Resignation,No Punishment,Kadar,,Journalist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kiss, Károly",,24/9/1903,4/12/1983,0,2/3/1951,28/6/1953,47.46849315,49.79452055,2.326027397,Expulsion,No Punishment,Rakosi,,Leatherworker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kiss, Károly",,24/9/1903,4/12/1983,0,18/7/1956,31/10/1956,52.85205479,53.13972603,0.2876712329,Demotion,No Punishment,Nagy,,Leatherworker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kiss, Károly",,24/9/1903,4/12/1983,0,29/6/1957,16/8/1962,53.8,58.93424658,5.134246575,Resignation,No Punishment,Kadar,,Leatherworker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Köböl, József",,8/12/1909,8/5/2000,0,24/10/1956,31/10/1956,46.90958904,46.92876712,0.01917808219,Expulsion,No Punishment,Nagy,,Carpenter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Komócsin, Zoltán",,18/4/1923,28/5/1974,0,29/6/1959,28/5/1974,36.22191781,51.14520548,14.92328767,Death,,Kadar,,Shop manager,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Korom, Mihály",,9/10/1927,3/10/1993,0,27/3/1980,28/3/1985,52.50136986,57.50684932,5.005479452,Resignation,No Punishment,Kadar,,Jurist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kossa, István",,31/3/1904,9/4/1965,0,25/2/1947,25/4/1950,42.93424658,46.09863014,3.164383562,Demotion,No Punishment,Rakosi,,Tram conductor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kovács, István",,24/10/1911,23/12/2011,0,25/2/1947,26/2/1953,35.36438356,41.37260274,6.008219178,Demotion,No Punishment,Rakosi,,Upholsterer,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kovács, István",,24/10/1911,23/12/2011,0,14/4/1955,24/10/1956,43.50136986,45.03287671,1.531506849,Demotion,No Punishment,Nagy,,Upholsterer,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Kristóf, István",,14/8/1912,17/7/1979,0,2/3/1951,30/5/1954,38.57260274,41.81917808,3.246575342,Demotion,No Punishment,Rakosi,,Shoemaker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Lázár, György",,15/9/1924,2/10/2014,0,22/3/1975,22/5/1988,50.54794521,63.7260274,13.17808219,Demotion,No Punishment,Grosz,,Draftsman,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Losonczy, Géza",,5/5/1917,21/12/1957,0,24/10/1956,4/11/1956,39.49863014,39.52876712,0.0301369863,Expulsion,Incarceration,Kadar,,Journalist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Losonczi, Pál",,18/9/1919,28/3/2005,0,2/7/1975,23/6/1987,55.82465753,67.80821918,11.98356164,Resignation,No Punishment,Kadar,,Agronomist,0.3
